sensor,date,lpl_conc,mpl_conc,lpl_ir,mpl_ir,bme_pres,bme_rh,bme_temp,ref_co2,ref_h2o,bme_h2o,N
1011222,2023-07-15 13:00,432.76,2.068,32153.623,31301.679,960.604,15.203,42.93,420.121,1.503,1.3334484,53
0101121B,2023-07-15 14:00,506.471,2.364,31155.962,31414.481,961.106,20.847,38.829,427.526,1.62,1.4908908,52
0101121E,2023-07-15 14:00,467.502,2.017,32312.173,32212.25,961.142,20.928,38.571,427.526,1.62,1.4779372,52
1011222,2023-07-15 14:00,434.833,2.135,32817.5,31803.212,961.352,21.308,38.366,427.526,1.62,1.488377,52
0101121B,2023-07-15 15:00,507.133,2.343,30615.852,31009.648,960.95,16.493,41.882,422.539,1.539,1.4000628,54
0101121E,2023-07-15 15:00,464.941,1.972,31956.352,31939.037,961.002,16.879,41.335,422.539,1.539,1.3920691,54
1011222,2023-07-15 15:00,433.33,2.129,32433.944,31438.463,961.226,17.302,41.074,422.539,1.539,1.4070767,54
0101121B,2023-07-15 16:00,500.026,2.259,30957.772,31372.14,960.475,17.829,40.519,424.124,1.532,1.4057218,57
0101121E,2023-07-15 16:00,462.6,1.905,32149.053,32229.684,960.5,17.941,40.275,424.124,1.532,1.3970982,57
1011222,2023-07-15 16:00,431.549,2.044,32615.649,31754.316,960.747,18.277,40.085,424.124,1.532,1.4085958,57
0101121B,2023-07-15 17:00,502.36,2.372,31353.709,31519.764,960.529,22.457,38.038,430.228,1.673,1.5484112,55
0101121E,2023-07-15 17:00,467.602,2.032,32385.345,32250.582,960.547,22.322,38.05,430.228,1.673,1.5403383,55
1011222,2023-07-15 17:00,434.984,2.137,32889.255,31869.055,960.798,22.649,37.872,430.228,1.673,1.5473736,55
0101121B,2023-07-15 18:00,508.129,2.354,31853.75,32045.75,960.7,27.555,34.616,437.536,1.711,1.5749455,56
0101121E,2023-07-15 18:00,474.434,2.029,32740,32696.643,960.741,27.353,34.672,437.536,1.711,1.5681398,56
1011222,2023-07-15 18:00,439.72,2.096,33294.339,32425.464,960.943,27.709,34.529,437.536,1.711,1.5756886,56
0101121B,2023-07-15 19:00,521.818,2.893,32384.582,31616.473,961.407,45.902,30.179,448.943,2.199,2.0204572,55
0101121E,2023-07-15 19:00,490.756,2.528,33044.345,32162.055,961.433,45.568,30.225,448.943,2.199,2.0113448,55
1011222,2023-07-15 19:00,453.465,2.568,33670.891,32050.182,961.656,46.309,30.029,448.943,2.199,2.0207278,55
0101121B,2023-07-15 20:00,530.99,3.009,32708.136,31764.881,962.583,55.915,27.346,449,2.274,2.1141013,59
0101121E,2023-07-15 20:00,498.259,2.634,33282.373,32277.881,962.636,55.782,27.285,449,2.274,2.1016935,59
1011222,2023-07-15 20:00,458.778,2.667,33964.356,32230.881,962.825,56.497,27.106,449,2.274,2.1060532,59
0101121B,2023-07-15 21:00,520.69,2.998,33160.948,32002.138,964.798,62.039,25.477,428.814,2.236,2.0919046,58
0101121E,2023-07-15 21:00,488.616,2.616,33654.862,32499.017,964.866,61.946,25.429,428.814,2.236,2.0828136,58
1011222,2023-07-15 21:00,448.759,2.653,34366.586,32481.293,965.031,62.589,25.307,428.814,2.236,2.089016,58
0101121B,2023-07-15 22:00,528.944,2.984,33135.556,32111.167,966.257,64.354,24.793,432.168,2.195,2.0837823,54
0101121E,2023-07-15 22:00,496.063,2.604,33605.741,32599.963,966.361,64.272,24.73,432.168,2.195,2.0730393,54
1011222,2023-07-15 22:00,454.843,2.639,34336.907,32600.259,966.481,64.758,24.629,432.168,2.195,2.0759798,54
0101121B,2023-07-15 23:00,531.415,2.794,33354.851,32689.532,967.972,65.64,23.117,430.342,2.019,1.9207428,47
0101121E,2023-07-15 23:00,498.543,2.426,33745.255,33170.106,968.091,65.556,23.058,430.342,2.019,1.9114812,47
1011222,2023-07-15 23:00,456.613,2.46,34505.426,33217.574,968.149,66.025,22.941,430.342,2.019,1.9114791,47
0101121B,2023-07-16,532.9,2.513,33634.222,33508.333,968.665,66.055,21.105,430.241,1.767,1.7065977,54
0101121E,2023-07-16,499.461,2.167,33942.574,33983.704,968.817,66.042,21.007,430.241,1.767,1.6957936,54
1011222,2023-07-16,456.937,2.199,34725.722,34074.889,968.787,66.354,20.975,430.241,1.767,1.7005099,54
0101121B,2023-07-16 01:00,540.153,2.517,33554.113,33527.698,969.009,67.108,20.867,435.141,1.764,1.7080398,53
0101121E,2023-07-16 01:00,506.223,2.172,33848.925,33994.925,969.174,67.101,20.793,435.141,1.764,1.6998599,53
1011222,2023-07-16 01:00,462.951,2.202,34636.34,34095.585,969.142,67.225,20.786,435.141,1.764,1.7023359,53
0101121B,2023-07-16 02:00,542.812,2.536,33560.982,33526.421,969.335,68.788,20.53,434.805,1.774,1.714039,57
0101121E,2023-07-16 02:00,511.814,2.186,33798.526,34006.807,969.47,69.731,20.332,434.805,1.774,1.715893,57
1011222,2023-07-16 02:00,465.175,2.217,34638,34109.965,969.467,68.951,20.405,434.805,1.774,1.7046278,57
0101121B,2023-07-16 03:00,547.883,2.566,33517.736,33494.038,969.423,70.56,20.271,436.178,1.781,1.7304021,53
0101121E,2023-07-16 03:00,523.128,2.262,33650.094,33869.321,969.577,73.634,19.875,436.178,1.781,1.7617037,53
1011222,2023-07-16 03:00,469.685,2.243,34581.509,34079.358,969.545,70.57,20.174,436.178,1.781,1.7200921,53
0101121B,2023-07-16 04:00,554.379,2.627,33390.245,33342.736,969.636,71.593,20.435,439.254,1.811,1.7733594,53
0101121E,2023-07-16 04:00,530.742,2.321,33506.642,33712.075,969.823,75.241,20.051,439.254,1.811,1.8195547,53
1011222,2023-07-16 04:00,480.157,2.301,34373.509,33918.283,969.745,71.607,20.341,439.254,1.811,1.7631929,53
0101121B,2023-07-16 05:00,553.558,2.717,33300.164,33067.509,969.765,71.162,21.147,437.607,1.849,1.8412001,55
0101121E,2023-07-16 05:00,527.845,2.403,33483.982,33441.8,970,74.709,20.779,437.607,1.849,1.8893522,55
1011222,2023-07-16 05:00,478.185,2.386,34332.382,33622.891,969.895,71.076,21.04,437.607,1.849,1.8266993,55
0101121B,2023-07-16 06:00,539.818,2.679,33230.843,32910.51,969.663,62.724,23.058,430.03,1.771,1.818297,51
0101121E,2023-07-16 06:00,506.363,2.364,33671.078,33353.98,969.892,67.332,22.496,430.03,1.771,1.8874746,51
1011222,2023-07-16 06:00,463.075,2.372,34401.412,33414.176,969.757,62.825,22.815,430.03,1.771,1.7943824,51
0101121B,2023-07-16 07:00,526.133,2.448,33160.538,33164.5,969.588,50.351,24.927,422.948,1.547,1.6377177,52
0101121E,2023-07-16 07:00,486.019,2.089,33820.558,33808.192,969.856,54.429,24.356,422.948,1.547,1.710215,52
1011222,2023-07-16 07:00,449.46,2.171,34425.173,33621.827,969.708,50.634,24.726,422.948,1.547,1.627135,52
0101121B,2023-07-16 08:00,522.496,2.459,32945.111,32910.796,969.457,45.056,26.662,420.785,1.565,1.6225261,54
0101121E,2023-07-16 08:00,479.344,2.043,33721.667,33691.519,969.713,47.224,26.246,420.785,1.565,1.6589746,54
1011222,2023-07-16 08:00,446.163,2.188,34270.019,33332.778,969.546,44.989,26.466,420.785,1.565,1.6013233,54
0101121B,2023-07-16 09:00,517.835,2.43,32912.965,32884.772,969.656,42.569,27.327,418.62,1.568,1.5945956,57
0101121E,2023-07-16 09:00,476.389,2.027,33675.14,33638.123,969.911,43.414,27.072,418.62,1.568,1.6010764,57
1011222,2023-07-16 09:00,443.212,2.161,34246.211,33315.789,969.735,42.637,27.077,418.62,1.568,1.5736319,57
0101121B,2023-07-16 10:00,512.225,2.419,32849.518,32783.054,969.627,39.994,28.273,416.041,1.582,1.5838943,56
0101121E,2023-07-16 10:00,471.83,2.006,33633.304,33566.411,969.848,40.284,28.08,416.041,1.582,1.5772292,56
1011222,2023-07-16 10:00,439.682,2.15,34181.821,33201.893,969.739,39.994,28.078,416.041,1.582,1.5658579,56
0101121B,2023-07-16 11:00,514.002,2.472,32271.525,32220.576,969.347,33.097,31.602,417.018,1.593,1.5820983,59
0101121E,2023-07-16 11:00,474.647,2.118,33156.39,32890.017,969.564,33.122,31.487,417.018,1.593,1.5716978,59
1011222,2023-07-16 11:00,440.78,2.222,33726.424,32593.458,969.473,33.291,31.313,417.018,1.593,1.5654327,59
0101121B,2023-07-16 12:00,507.375,2.451,32397.518,32289.857,969.075,33.398,31.47,417.305,1.655,1.5888682,56
0101121E,2023-07-16 12:00,473.234,2.138,33192.054,32861.982,969.28,33.236,31.409,417.305,1.655,1.5754064,56
1011222,2023-07-16 12:00,438.816,2.192,33779.464,32680.643,969.182,33.694,31.194,417.305,1.655,1.5779518,56
0101121B,2023-07-16 13:00,512.232,2.579,31714.943,31546.132,968.817,28.05,35.06,416.724,1.675,1.6221479,53
0101121E,2023-07-16 13:00,474.225,2.235,32715.679,32224.528,969.002,28.1,34.857,416.724,1.675,1.6074536,53
1011222,2023-07-16 13:00,440.885,2.333,33260.547,31917.264,968.968,28.564,34.609,416.724,1.675,1.6126172,53
0101121B,2023-07-16 14:00,508.709,2.576,31547.793,31377.828,968.272,25.627,36.36,416.781,1.697,1.603847,58
0101121E,2023-07-16 14:00,471.06,2.219,32621.034,32125.569,968.416,26.022,35.96,416.781,1.697,1.5927384,58
1011222,2023-07-16 14:00,439.386,2.321,33145.81,31813.052,968.4,26.629,35.608,416.781,1.697,1.5987688,58
0101121B,2023-07-16 15:00,503.035,2.535,31935.614,31698.965,968.105,28.538,34.598,416.033,1.72,1.6212317,57
0101121E,2023-07-16 15:00,468.307,2.194,32896.193,32389.737,968.247,28.904,34.278,416.033,1.72,1.6131025,57
1011222,2023-07-16 15:00,436.125,2.263,33445.825,32159.807,968.247,29.578,33.923,416.033,1.72,1.6183716,57
0101121B,2023-07-16 16:00,497.503,2.459,32383.729,32137.373,968.124,32.239,32.462,415.674,1.714,1.6225679,59
0101121E,2023-07-16 16:00,466.231,2.13,33181.78,32756.593,968.225,32.205,32.389,415.674,1.714,1.6144856,59
1011222,2023-07-16 16:00,436.046,2.183,33700.39,32569.475,968.285,32.718,32.124,415.674,1.714,1.6158909,59
0101121B,2023-07-16 17:00,497.453,2.453,32694.283,32396.208,968.123,36.076,30.623,414.715,1.723,1.6383332,53
0101121E,2023-07-16 17:00,466.221,2.131,33417.396,32973.962,968.24,35.922,30.576,414.715,1.723,1.6267119,53
1011222,2023-07-16 17:00,435.1,2.172,33953.604,32828.736,968.275,36.339,30.411,414.715,1.723,1.6301631,53
0101121B,2023-07-16 18:00,498.102,2.446,32907,32595.375,968.241,39.084,29.28,415.57,1.741,1.6408837,56
0101121E,2023-07-16 18:00,467.457,2.122,33552.607,33145.911,968.354,38.797,29.33,415.57,1.741,1.6334762,56
1011222,2023-07-16 18:00,435.973,2.156,34109.161,33046.464,968.382,39.261,29.132,415.57,1.741,1.6341734,56
0101121B,2023-07-16 19:00,504.587,2.394,33235.218,33053.455,968.691,44.797,26.644,419.631,1.712,1.614332,55
0101121E,2023-07-16 19:00,473.633,2.074,33767.709,33567.818,968.8,44.435,26.698,419.631,1.712,1.6060731,55
1011222,2023-07-16 19:00,440.804,2.098,34359.455,33538.564,968.785,44.903,26.54,419.631,1.712,1.6080787,55
0101121B,2023-07-16 20:00,507.195,2.295,33306,33365.929,969.384,44.489,25.945,420.465,1.613,1.5377768,56
0101121E,2023-07-16 20:00,475.666,1.984,33817.643,33877.625,969.507,44.123,25.973,420.465,1.613,1.5274878,56
1011222,2023-07-16 20:00,442.177,2.004,34424.339,33868.554,969.455,44.554,25.829,420.465,1.613,1.5294528,56
0101121B,2023-07-16 21:00,510.528,2.116,33309.434,33818.66,969.636,41.319,25.586,423.844,1.45,1.3975996,53
0101121E,2023-07-16 21:00,478.758,1.82,33804.434,34334.245,969.749,40.962,25.623,423.844,1.45,1.3884431,53
1011222,2023-07-16 21:00,445.215,1.839,34411.868,34333.377,969.698,41.355,25.48,423.844,1.45,1.389933,53
0101121B,2023-07-16 22:00,528.338,2.126,33191.732,33936.75,969.941,44.417,24.509,440.271,1.487,1.4081283,56
0101121E,2023-07-16 22:00,496.143,1.83,33625.5,34431.625,970.077,44.154,24.554,440.271,1.487,1.4033233,56
1011222,2023-07-16 22:00,461.389,1.846,34240.589,34461.179,970.057,44.449,24.45,440.271,1.487,1.404074,56
0101121B,2023-07-16 23:00,554.696,2.256,32815.855,33669.127,970.247,48.171,24.273,462.261,1.603,1.5055575,55
0101121E,2023-07-16 23:00,520.773,1.953,33239.455,34146.764,970.396,48,24.299,462.261,1.603,1.502352,55
1011222,2023-07-16 23:00,485.105,1.971,33847.673,34179.091,970.325,48.312,24.195,462.261,1.603,1.5028057,55
0101121B,2023-07-17,563.455,2.321,32704.845,33542.448,970.41,50.089,24.129,469.187,1.64,1.5519205,58
0101121E,2023-07-17,528.352,2.01,33132.655,34022.431,970.538,49.814,24.149,469.187,1.64,1.5450095,58
1011222,2023-07-17,491.231,2.027,33760.448,34063.19,970.512,50.084,24.038,469.187,1.64,1.5430991,58
0101121B,2023-07-17 01:00,544.42,2.395,33205.685,33557.259,970.822,56.276,22.75,447.586,1.7,1.5952819,54
0101121E,2023-07-17 01:00,511.433,2.071,33563.074,34036.704,970.965,56.309,22.703,447.586,1.7,1.5909132,54
1011222,2023-07-17 01:00,475.326,2.095,34201.019,34097,970.9,56.407,22.643,447.586,1.7,1.5886613,54
0101121B,2023-07-17 02:00,545.825,2.496,33504.175,33607.281,971.13,66.389,20.592,438.316,1.779,1.6578611,57
0101121E,2023-07-17 02:00,513.091,2.157,33753.035,34054.281,971.279,66.775,20.576,438.316,1.779,1.6656522,57
1011222,2023-07-17 02:00,475.458,2.192,34441.649,34159.246,971.195,66.8,20.497,438.316,1.779,1.6582882,57
0101121B,2023-07-17 03:00,559.669,2.58,33244.353,33389.333,971.345,67.823,20.871,449.323,1.831,1.7225812,51
0101121E,2023-07-17 03:00,526.622,2.236,33495.157,33826.412,971.539,68.097,20.879,449.323,1.831,1.7300797,51
1011222,2023-07-17 03:00,487.545,2.272,34192.314,33923.667,971.42,68.204,20.785,449.323,1.831,1.7230087,51
0101121B,2023-07-17 04:00,565.261,2.636,33090.246,33214.421,971.644,67.615,21.331,453.548,1.843,1.7658137,57
0101121E,2023-07-17 04:00,530.981,2.284,33377.842,33665.579,971.832,67.638,21.336,453.548,1.843,1.7666624,57
1011222,2023-07-17 04:00,491.388,2.32,34073.667,33749.456,971.73,67.787,21.241,453.548,1.843,1.7604761,57
0101121B,2023-07-17 05:00,573.975,2.738,32800.825,32871.579,971.935,66.059,22.404,462.053,1.898,1.8413712,57
0101121E,2023-07-17 05:00,538.1,2.376,33152.14,33332.298,972.128,65.861,22.429,462.053,1.898,1.838228,57
1011222,2023-07-17 05:00,498.689,2.417,33828.86,33380.07,972.012,66.159,22.3,462.053,1.898,1.8323947,57
0101121B,2023-07-17 06:00,563.553,2.865,32577.863,32315.098,972.022,59.478,24.937,452.849,1.932,1.9280093,51
0101121E,2023-07-17 06:00,524.767,2.488,33105.627,32824.392,972.267,59.237,24.91,452.849,1.932,1.9166107,51
1011222,2023-07-17 06:00,486.792,2.547,33744.333,32764.137,972.125,59.52,24.804,452.849,1.932,1.9137528,51
0101121B,2023-07-17 07:00,541.288,2.731,32491.471,32242.137,972.171,47.567,27.677,434.98,1.77,1.8106073,51
0101121E,2023-07-17 07:00,500.975,2.354,33195.294,32831.294,972.416,47.089,27.601,434.98,1.77,1.78475,51
1011222,2023-07-17 07:00,462.914,2.429,33833.314,32667.137,972.259,47.405,27.524,434.98,1.77,1.7885488,51
0101121B,2023-07-17 08:00,525.283,2.596,32229.746,32089.932,972.214,36.827,30.794,423.442,1.672,1.6779158,59
0101121E,2023-07-17 08:00,485.717,2.237,33077.271,32727.492,972.442,36.603,30.645,423.442,1.672,1.6528691,59
1011222,2023-07-17 08:00,447.747,2.326,33710.508,32478.051,972.329,37.005,30.513,423.442,1.672,1.6589785,59
0101121B,2023-07-17 09:00,521.212,2.442,31630.804,31846.464,972.02,26.34,34.754,419.07,1.509,1.4997011,56
0101121E,2023-07-17 09:00,480.745,2.102,32612.446,32506.393,972.234,25.929,34.843,419.07,1.509,1.4830487,56
1011222,2023-07-17 09:00,444.782,2.215,33195.214,32155.857,972.129,26.282,34.601,419.07,1.509,1.483427,56
0101121B,2023-07-17 10:00,515.474,2.48,31312.397,31442.241,971.697,22.882,37.136,416.083,1.553,1.4896667,58
0101121E,2023-07-17 10:00,476.114,2.126,32368.931,32163.328,971.878,22.562,37.182,416.083,1.553,1.4723167,58
1011222,2023-07-17 10:00,442.148,2.259,32891.879,31741.741,971.81,22.835,37.018,416.083,1.553,1.4769152,58
0101121B,2023-07-17 11:00,514.025,2.506,31228.145,31310.673,971.449,22.255,37.754,415.836,1.578,1.4977743,55
0101121E,2023-07-17 11:00,474.933,2.142,32292.855,32042.782,971.625,21.897,37.862,415.836,1.578,1.4821076,55
1011222,2023-07-17 11:00,441.633,2.284,32811.164,31609.491,971.584,22.289,37.626,415.836,1.578,1.4894616,55
0101121B,2023-07-17 12:00,509.817,2.465,30978.75,31131.462,971.171,19.581,39.564,413.774,1.55,1.4533095,52
0101121E,2023-07-17 12:00,472.029,2.096,32110.058,31934.635,971.313,19.419,39.482,413.774,1.55,1.4349182,52
1011222,2023-07-17 12:00,440.088,2.253,32603.827,31461.231,971.308,19.873,39.194,413.774,1.55,1.4460767,52
0101121B,2023-07-17 13:00,497.684,2.285,31714.18,31935.82,970.87,22.967,36.363,413.886,1.523,1.428078,50
0101121E,2023-07-17 13:00,465.854,1.946,32656.72,32670.7,970.982,22.834,36.31,413.886,1.523,1.41537,50
1011222,2023-07-17 13:00,433.614,2.051,33182.74,32315.54,971.028,23.302,36.042,413.886,1.523,1.4236845,50
0101121B,2023-07-17 14:00,498.59,2.356,32020.153,32048.61,970.607,26.62,34.503,413.037,1.588,1.4997733,59
0101121E,2023-07-17 14:00,465.325,2.019,32938.627,32756.475,970.703,26.657,34.329,413.037,1.588,1.4875463,59
1011222,2023-07-17 14:00,431.612,2.107,33498.932,32454.119,970.793,27.152,34.111,413.037,1.588,1.4967372,59
0101121B,2023-07-17 15:00,503.35,2.47,31483.944,31458.056,970.561,23.092,37.202,412.027,1.615,1.5098329,54
0101121E,2023-07-17 15:00,466.291,2.099,32581.296,32271.074,970.68,23.457,36.813,412.027,1.615,1.5014157,54
1011222,2023-07-17 15:00,433.281,2.222,33126.778,31893.63,970.761,24.052,36.472,412.027,1.615,1.5110075,54
0101121B,2023-07-17 16:00,493.37,2.277,32164.407,32270.556,970.72,26.337,34.135,411.331,1.551,1.451504,54
0101121E,2023-07-17 16:00,462.009,1.941,33035.093,32979.537,970.809,26.333,34.023,411.331,1.551,1.4425378,54
1011222,2023-07-17 16:00,429.007,2.026,33599.889,32695.185,970.902,26.857,33.731,411.331,1.551,1.4475771,54
0101121B,2023-07-17 17:00,493.456,2.135,32802.772,33103.842,971.149,31.016,30.361,411.893,1.466,1.3828796,57
0101121E,2023-07-17 17:00,462.967,1.823,33498.561,33725.439,971.209,30.778,30.375,411.893,1.466,1.3731957,57
1011222,2023-07-17 17:00,428.268,1.876,34114.386,33552.035,971.291,31.27,30.152,411.893,1.466,1.3773664,57
0101121B,2023-07-17 18:00,498.161,2.062,32984.571,33489.536,971.723,32.687,28.811,414.734,1.404,1.332819,56
0101121E,2023-07-17 18:00,467.209,1.76,33622.5,34084.714,971.775,32.442,28.813,414.734,1.404,1.3229807,56
1011222,2023-07-17 18:00,431.238,1.803,34263.821,33955.571,971.868,32.904,28.628,414.734,1.404,1.3273918,56
0101121B,2023-07-17 19:00,504.778,2.088,32939.276,33478.879,972.221,34.104,28.448,420.879,1.43,1.3609153,58
0101121E,2023-07-17 19:00,474.086,1.786,33549.207,34061.362,972.334,33.852,28.452,420.879,1.43,1.35106,58
1011222,2023-07-17 19:00,437.443,1.825,34186.793,33938.034,972.372,34.225,28.352,420.879,1.43,1.3579986,58
0101121B,2023-07-17 20:00,517.787,2.166,32781.782,33343.473,972.676,36.285,28.15,432.355,1.507,1.4220024,55
0101121E,2023-07-17 20:00,486.858,1.862,33366.418,33904.782,972.787,36.096,28.166,432.355,1.507,1.4158004,55
1011222,2023-07-17 20:00,449.775,1.9,33999.382,33794.182,972.798,36.439,28.068,432.355,1.507,1.421116,55
0101121B,2023-07-17 21:00,540.861,2.299,32540.87,33152.685,972.896,40.582,27.417,452.609,1.628,1.5233134,54
0101121E,2023-07-17 21:00,508.893,1.983,33082.481,33695.648,973.006,40.331,27.453,452.609,1.628,1.5169405,54
1011222,2023-07-17 21:00,470.139,2.015,33727.111,33620.87,973.052,40.601,27.352,452.609,1.628,1.5179552,54
0101121B,2023-07-17 22:00,552.274,2.322,32448.138,33173.621,973.119,42.299,26.903,463.477,1.644,1.5405191,58
0101121E,2023-07-17 22:00,519.74,2.002,32963.069,33711.983,973.241,42.034,26.947,463.477,1.644,1.534637,58
1011222,2023-07-17 22:00,480.271,2.034,33613.862,33646.862,973.31,42.335,26.836,463.477,1.644,1.5355119,58
0101121B,2023-07-17 23:00,597.278,2.455,31922.148,33008.852,973.076,47.584,25.982,505.423,1.8,1.6408633,54
0101121E,2023-07-17 23:00,563.37,2.126,32370.87,33519.296,973.2,47.481,26.033,505.423,1.8,1.6420815,54
1011222,2023-07-17 23:00,521.73,2.155,33021.63,33491.667,973.231,47.689,25.896,505.423,1.8,1.6360516,54
0101121B,2023-07-18,618.269,2.501,31826.655,33090.255,972.711,52.776,24.599,524.266,1.845,1.6776998,55
0101121E,2023-07-18,584.189,2.164,32199.4,33588.673,972.853,52.645,24.644,524.266,1.845,1.6777818,55
1011222,2023-07-18,541.033,2.191,32862.764,33596.982,972.855,52.777,24.532,524.266,1.845,1.670747,55
0101121B,2023-07-18 01:00,630.84,2.501,31763.914,33194.966,972.381,55.278,23.811,533.11,1.819,1.6763311,58
0101121E,2023-07-18 01:00,596.555,2.157,32092.345,33695.621,972.553,55.116,23.873,533.11,1.819,1.6774683,58
1011222,2023-07-18 01:00,552.636,2.192,32765.966,33710.69,972.526,55.396,23.729,533.11,1.819,1.6716262,58
0101121B,2023-07-18 02:00,643.078,2.449,31845.345,33530.172,972.3,59.792,22.038,538.818,1.776,1.6292802,58
0101121E,2023-07-18 02:00,607.695,2.102,32102.621,34026.672,972.4,59.718,22.088,538.818,1.776,1.6320077,58
1011222,2023-07-18 02:00,562.952,2.143,32796.379,34075.31,972.4,60.134,21.952,538.818,1.776,1.6297418,58
0101121B,2023-07-18 03:00,619.575,2.384,32276.404,33763.351,972.142,60.448,21.368,511.786,1.665,1.5816928,57
0101121E,2023-07-18 03:00,584.258,2.036,32523.684,34270.947,972.316,59.992,21.431,511.786,1.665,1.5755663,57
1011222,2023-07-18 03:00,540.395,2.075,33235.544,34341.632,972.272,60.51,21.297,511.786,1.665,1.5762043,57
0101121B,2023-07-18 04:00,599.213,2.336,32545.019,33842.887,971.881,58.485,21.561,496.002,1.612,1.5484892,53
0101121E,2023-07-18 04:00,564.296,1.993,32817.679,34358.17,972.025,58.199,21.585,496.002,1.612,1.5429825,53
1011222,2023-07-18 04:00,520.615,2.03,33545.34,34424.868,971.991,58.581,21.471,496.002,1.612,1.542334,53
0101121B,2023-07-18 05:00,551.249,2.217,32922.439,33804.93,971.549,47.692,23.922,453.213,1.467,1.4560874,57
