date,pressure(hPa),temp_detector_nc1(C) ,rh(%),temp_sensor(C),k96_lpl_raw,k96_spl_raw,k96_mpl_raw,k96_ch4(ppm) ,k96_h2o(ppm) ,ref_h2o(ppm),ref_ch4(ppm),ref_co2(ppm)
6/21/2022 23:08,1009.1,43.95,17.462,43.74,439212.657,747635.333,267289.2,134.4768351,22148.92535,21903.333,7.981,477.2
6/21/2022 23:09,1009.1,43.95,17.458,43.74,439230.162,747684.524,267321.724,133.6173586,22128.53293,21858.333,8.084,476.7
6/21/2022 23:10,1009.1,43.95,17.448,43.74,439233.095,747614.752,267354.581,133.4733925,22107.94095,21857.377,7.717,473.836
6/21/2022 23:11,1009.1,43.95,17.419,43.74,439227.924,747606,267393.924,133.7272187,22083.29632,21793.333,7.718,473.05
6/21/2022 23:12,1009.1,43.944,17.407,43.74,439235.314,747553.124,267427.714,133.3644807,22062.14073,21810,7.289,470.15
6/21/2022 23:13,1009.1,43.94,17.406,43.74,439234.981,747547.524,267422.076,133.3808244,22065.66995,21814.754,7.246,470.344
6/21/2022 23:14,1009.1,43.94,17.388,43.74,439243.638,747554.171,267454.343,132.9559867,22045.4755,21785,6.826,467.217
6/21/2022 23:15,1009.1,43.94,17.396,43.739,439249.905,747531.771,267436.905,132.6485008,22056.38804,21818.333,6.985,468.233
6/21/2022 23:16,1009.1,43.941,17.367,43.74,439259.562,747539.886,267502.429,132.174792,22015.39727,21759.016,6.415,464.787
6/21/2022 23:17,1009.036,43.95,17.343,43.74,439263.762,747619.305,267521.381,131.9688074,22003.54809,21793.333,6.303,462.567
6/21/2022 23:18,1009,43.95,17.332,43.742,439266.476,747665.381,267537.505,131.835715,21993.46946,21745,6.19,461.617
6/21/2022 23:19,1008.98,43.95,17.312,43.748,439274.552,747757.257,267573.114,131.4397336,21971.21927,21763.934,5.939,459.869
6/21/2022 23:20,1008.9,43.95,17.271,43.75,439284.467,747778.695,267652.552,130.9537045,21921.62194,21670,5.45,456.533
6/21/2022 23:21,1008.9,43.95,17.261,43.744,439278.838,747706.067,267650.143,131.2296192,21923.12521,21758.333,5.511,457.017
6/21/2022 23:22,1008.9,43.95,17.284,43.74,439283.114,747650.533,267627.857,131.0200201,21937.03452,21724.59,5.451,456.787
6/21/2022 23:23,1008.9,43.95,17.295,43.74,439276.2,747582.657,267595.714,131.3589401,21957.10338,21765,5.446,456.833
6/21/2022 23:24,1008.9,43.95,17.297,43.74,439276.495,747605.914,267608.286,131.344478,21949.25284,21766.667,5.219,455.033
6/21/2022 23:25,1008.9,43.95,17.288,43.74,439288.381,747569.705,267638.295,130.7618788,21930.51934,21721.311,5.136,454.984
6/21/2022 23:26,1008.9,43.945,17.293,43.737,439292.895,747560.467,267629.162,130.540673,21936.21991,21783.333,4.977,453.75
6/21/2022 23:27,1008.9,43.94,17.305,43.732,439292.686,747496.267,267603.667,130.5509143,21952.137,21765,5.01,453.867
6/21/2022 23:28,1008.9,43.94,17.315,43.73,439296.933,747457.438,267598.876,130.3428169,21955.12875,21770.492,4.688,451.82
6/21/2022 23:29,1008.9,43.94,17.298,43.73,439303.686,747402.448,267651.838,130.0119794,21922.06748,21756.667,4.479,449.883
6/21/2022 23:30,1008.9,43.94,17.305,43.73,439302.133,747461.057,267618,130.0880572,21943.1879,21763.333,4.803,452.083
6/21/2022 23:31,1008.9,43.941,17.311,43.739,439301.6,747612.019,267574.619,130.1141684,21970.27912,21824.59,4.95,453.459
6/21/2022 23:32,1008.9,43.95,17.301,43.74,439295.19,747691.067,267581.829,130.4282186,21965.77539,21801.667,5.016,453.617
6/21/2022 23:33,1008.9,43.95,17.298,43.74,439301,747695.981,267597.248,130.1435623,21956.1454,21758.333,4.811,452.45
6/21/2022 23:34,1008.9,43.95,17.301,43.74,439304.286,747706.305,267594.79,129.9825877,21957.68042,21821.311,4.939,454.164
6/21/2022 23:35,1008.9,43.95,17.264,43.74,439313.705,747695.876,267677.533,129.5212515,21906.0362,21708.333,4.545,450.717
6/21/2022 23:36,1008.9,43.95,17.242,43.74,439314.629,747655.857,267720.352,129.4760011,21879.33375,21721.667,4.61,451.533
6/21/2022 23:37,1008.9,43.95,17.228,43.739,439317.505,747636.39,267766.838,129.3351644,21850.36236,21693.443,4.68,450.967
6/21/2022 23:38,1008.9,43.945,17.213,43.73,439320.505,747571.876,267789.257,129.1882674,21836.39685,21658.333,4.427,449.35
6/21/2022 23:39,1008.9,43.94,17.208,43.73,439316.4,747499.952,267801.152,129.3892745,21828.98883,21676.667,4.432,450.05
6/21/2022 23:40,1008.9,43.94,17.168,43.73,439326.152,747483.99,267911.705,128.9117917,21760.19636,21552.459,4.265,448.656
6/21/2022 23:41,1008.9,43.94,17.13,43.73,439335.895,747497.533,267990.695,128.4348792,21711.1086,21556.667,4.008,446.433
6/21/2022 23:42,1008.9,43.94,17.119,43.732,439347.667,747551.305,268006.886,127.8588217,21701.05344,21583.333,3.953,446.233
6/21/2022 23:43,1008.9,43.942,17.092,43.74,439352.771,747605.105,268025.838,127.6091185,21689.28648,21535,3.91,446.5
6/21/2022 23:44,1008.9,43.95,17.062,43.74,439348.514,747705.238,268054.648,127.8173814,21671.40477,21550.82,3.887,446
6/21/2022 23:45,1008.9,43.95,17.06,43.74,439344.248,747703.19,268044.79,128.0261094,21677.5226,21513.333,4.15,448.483
6/21/2022 23:46,1008.9,43.95,17.042,43.74,439334.638,747712.105,268068.981,128.4964012,21662.51127,21513.333,4.111,448.3
6/21/2022 23:47,1008.9,43.95,17.01,43.74,439345.848,747622.743,268144.59,127.9478213,21615.62577,21472.131,3.94,446.672
6/21/2022 23:48,1008.9,43.95,17.004,43.74,439335.733,747557.095,268149.171,128.442808,21612.78665,21463.333,4.095,447.617
6/21/2022 23:49,1008.9,43.946,16.984,43.738,439330.524,747525.067,268198.952,128.6977696,21581.94602,21405,4.141,448.117
6/21/2022 23:50,1008.9,43.94,16.974,43.737,439339.248,747522.752,268217.352,128.2707824,21570.55213,21400,4.108,448.033
6/21/2022 23:51,1008.9,43.94,16.96,43.739,439346.914,747546.514,268244.876,127.8956637,21553.51379,21410,3.987,447.65
6/21/2022 23:52,1008.9,43.94,16.92,43.74,439361.067,747578.781,268343.114,127.2033289,21492.75411,21330,3.896,448.667
6/21/2022 23:53,1008.9,43.94,16.898,43.737,439365.305,747554.905,268384.448,126.9960682,21467.21405,21306.557,3.82,446.656
6/21/2022 23:54,1008.9,43.94,16.888,43.736,439356.029,747503.238,268390.533,127.4497459,21463.4554,21306.667,3.929,448.217
6/21/2022 23:55,1008.9,43.94,16.877,43.736,439355.539,747479.49,268401.01,127.4737144,21456.9846,21298.333,4.052,450.25
6/21/2022 23:56,1008.9,43.94,16.869,43.733,439357.838,747523.057,268417.667,127.3612607,21446.69886,21275.41,3.93,448.066
6/21/2022 23:57,1008.9,43.94,16.842,43.731,439363.486,747470.029,268473.2,127.085024,21412.42432,21270,3.797,446.983
6/21/2022 23:58,1008.9,43.94,16.854,43.73,439355.905,747442.638,268436.648,127.4558114,21434.98095,21255,4.129,449.167
6/21/2022 23:59,1008.9,43.94,16.826,43.731,439359.133,747483.638,268487.2,127.29792,21403.78781,21245.902,3.923,447.525
6/22/2022 0:00,1008.9,43.94,16.795,43.73,439360.838,747436.286,268545.981,127.214529,21367.54459,21176.667,3.781,446.183
6/22/2022 0:01,1008.9,43.94,16.789,43.731,439355.486,747405.095,268543.486,127.476307,21369.08236,21231.667,3.818,447.017
6/22/2022 0:02,1008.9,43.94,16.792,43.739,439366.019,747524.21,268542.743,126.9611522,21369.54031,21219.672,4.007,448.016
6/22/2022 0:03,1008.9,43.945,16.771,43.74,439358.8,747559.476,268556.381,127.3142074,21361.13525,21215,3.889,446.65
6/22/2022 0:04,1008.9,43.95,16.778,43.74,439353.352,747601.248,268524.286,127.5806965,21380.91785,21221.667,4.003,447.667
6/22/2022 0:05,1008.9,43.95,16.777,43.74,439351.352,747592.19,268526.524,127.6785367,21379.53811,21178.689,4.14,449.443
6/22/2022 0:06,1008.9,43.95,16.761,43.74,439366.486,747635.819,268574.571,126.9383153,21349.9273,21201.667,4.004,447.55
6/22/2022 0:07,1008.9,43.95,16.774,43.74,439345.667,747634.219,268505.495,127.9566774,21392.50428,21230,4.382,451.35
6/22/2022 0:08,1008.9,43.95,16.777,43.74,439347.933,747561.21,268518.705,127.8458073,21384.35875,21244.262,4.134,449.115
6/22/2022 0:09,1008.9,43.95,16.788,43.74,439350.114,747647.419,268482.895,127.7391026,21406.44336,21211.667,4.609,452.583
6/22/2022 0:10,1008.9,43.95,16.795,43.741,439347.429,747615.019,268479.686,127.8704662,21408.42294,21231.667,4.616,452.767
6/22/2022 0:11,1008.9,43.95,16.764,43.74,439342.029,747594.124,268550.933,128.1346911,21364.49265,21211.475,4.511,451.574
6/22/2022 0:12,1008.9,43.95,16.795,43.739,439333.762,747532.61,268484.724,128.5392769,21405.31511,21200,4.998,454.717
6/22/2022 0:13,1008.9,43.95,16.837,43.735,439331.286,747505.086,268417.267,128.6604701,21446.94583,21290,5.41,457.7
6/22/2022 0:14,1008.9,43.95,16.849,43.74,439306.733,747524.962,268373.057,129.8627237,21474.25102,21301.639,5.907,461.033
6/22/2022 0:15,1008.9,43.95,16.835,43.747,439309.771,747668.543,268374.857,129.7139214,21473.13897,21226.667,5.886,460.2
6/22/2022 0:16,1008.9,43.958,16.824,43.75,439303.162,747746.324,268375.59,130.0376486,21472.68613,21271.667,6.266,462.95
6/22/2022 0:17,1008.9,43.96,16.824,43.75,439307.771,747776.048,268392.686,129.8118807,21462.12559,21219.672,6.169,461.738
6/22/2022 0:18,1008.9,43.96,16.827,43.75,439302.067,747782.076,268376.895,130.0912905,21471.87991,21261.667,6.348,462.417
6/22/2022 0:19,1008.9,43.954,16.86,43.75,439296.124,747675.229,268327.352,130.3824549,21502.49723,21276.667,6.609,464.083
6/22/2022 0:20,1008.9,43.95,16.864,43.744,439286.514,747643,268326.619,130.8533781,21502.95038,21319.672,6.737,464.885
6/22/2022 0:21,1008.9,43.95,16.878,43.74,439286.886,747528.771,268311.533,130.8351465,21512.27774,21268.333,6.821,465.417
6/22/2022 0:22,1008.9,43.95,16.866,43.74,439285.771,747500.733,268355.086,130.8897929,21485.35516,21253.333,6.835,465.417
6/22/2022 0:23,1008.9,43.95,16.835,43.74,439300.952,747498.143,268420.886,130.1459138,21444.71139,21250.82,6.487,463.787
6/22/2022 0:24,1008.9,43.95,16.855,43.74,439282.162,747481.457,268357.6,131.0666826,21483.80161,21253.333,7.21,467.7
6/22/2022 0:25,1008.948,43.95,16.853,43.74,439288.4,747506.114,268370.219,130.7609476,21476.00442,21238.333,6.827,465.283
6/22/2022 0:26,1009,43.95,16.815,43.74,439300.105,747556.733,268449.819,130.1874091,21426.85166,21188.525,6.533,463.23
6/22/2022 0:27,1009,43.95,16.772,43.74,439326.21,747532.762,268538.6,128.9089523,21372.09394,21133.333,6.322,461.917
6/22/2022 0:28,1009,43.95,16.758,43.74,439327.857,747543.314,268562.857,128.8283239,21357.14467,21146.667,5.934,459.417
6/22/2022 0:29,1009,43.95,16.733,43.74,439327.505,747476.857,268607.2,128.8455556,21329.82975,21108.197,5.923,459.328
6/22/2022 0:30,1009,43.942,16.742,43.732,439320.552,747355.124,268599.695,129.1859661,21334.45158,21108.333,6.074,460.367
6/22/2022 0:31,1009,43.94,16.776,43.729,439303.562,747300.219,268522.314,130.0180538,21382.13363,21200,6.733,464.767
6/22/2022 0:32,1009,43.94,16.793,43.725,439315.99,747255.086,268526.781,129.409352,21379.37967,21126.667,6.342,462.517
6/22/2022 0:33,1009,43.94,16.763,43.729,439327.876,747306.562,268604.781,128.8273938,21331.31939,21119.672,6.159,461.574
6/22/2022 0:34,1009,43.94,16.723,43.73,439338.41,747386.524,268675.229,128.3117929,21287.95731,21051.667,5.523,457.167
6/22/2022 0:35,1009,43.94,16.67,43.73,439340.295,747396.657,268743.943,128.2195451,21245.70365,20986.667,5.254,456.067
6/22/2022 0:36,1009,43.94,16.657,43.731,439344.152,747431.352,268762.305,128.0308068,21234.41935,21040.984,5.258,455.869
6/22/2022 0:37,1009,43.94,16.652,43.73,439337.39,747376.552,268771.8,128.3617116,21228.58537,21005,5.313,456.267
6/22/2022 0:38,1009,43.94,16.661,43.73,439331.638,747322.105,268748.41,128.6432402,21242.9582,21046.667,5.724,458.767
6/22/2022 0:39,1009,43.94,16.671,43.73,439334.829,747315.133,268730.229,128.4870528,21254.13343,21050.82,5.794,459.361
6/22/2022 0:40,1009,43.94,16.69,43.73,439325.59,747306.4,268685.295,128.9393051,21281.76498,21048.333,6.246,461.917
6/22/2022 0:41,1009,43.94,16.716,43.73,439311.762,747361.095,268619,129.6164084,21322.56389,21110,6.732,464.95
6/22/2022 0:42,1009,43.94,16.728,43.738,439303.448,747434.095,268572.486,130.0236383,21351.21185,21134.426,6.978,466.689
6/22/2022 0:43,1009,43.948,16.716,43.74,439315.695,747494.162,268610.257,129.4237981,21327.94728,21083.333,6.298,463.583
6/22/2022 0:44,1009,43.95,16.702,43.74,439320.19,747607.648,268626.371,129.203691,21318.0258,21105,6.609,466.617
6/22/2022 0:45,1009,43.95,16.703,43.74,439318.829,747566.552,268613.086,129.2703323,21326.20529,21085.246,6.657,467.459
6/22/2022 0:46,1009,43.95,16.702,43.74,439319.019,747505.362,268629.467,129.2610288,21316.11983,21050,6.694,468.117
6/22/2022 0:47,1009,43.95,16.677,43.74,439314.838,747465.133,268671.562,129.4657661,21290.21336,21081.667,7.03,470.45
6/22/2022 0:48,1009,43.95,16.676,43.74,439318.648,747423.305,268691.667,129.2791952,21277.84555,21042.623,6.945,469.639
6/22/2022 0:49,1009,43.95,16.697,43.737,439309.038,747374.924,268650.581,129.7498228,21303.12377,21083.333,7.295,471.883
6/22/2022 0:50,1009,43.942,16.715,43.735,439295.038,747338.467,268602.981,130.4356663,21332.42789,21066.667,7.612,473.95
6/22/2022 0:51,1009,43.94,16.747,43.73,439275.162,747328.333,268522.152,131.4098278,21382.23351,21165.574,8.209,477.951
6/22/2022 0:52,1009,43.94,16.737,43.735,439286.886,747321.381,268572.971,130.8351465,21350.91304,21076.667,7.795,475.417
6/22/2022 0:53,1009,43.946,16.73,43.74,439279.648,747400.381,268556.124,131.1899131,21361.29363,21110,8.236,478.417
6/22/2022 0:54,1009,43.95,16.744,43.74,439261.067,747417.019,268516.086,132.1009781,21385.97355,21144.262,8.344,479.557
6/22/2022 0:55,1009,43.95,16.732,43.74,439258,747471.838,268515.648,132.2514048,21386.24362,21100,8.565,480.917
6/22/2022 0:56,1009,43.95,16.728,43.74,439264.343,747514.276,268533.333,131.9403148,21375.34059,21106.667,8.283,479.8
6/22/2022 0:57,1009,43.95,16.706,43.74,439295.714,747528.857,268618.067,130.4025437,21323.13834,21072.131,7.633,476.082
6/22/2022 0:58,1009,43.95,16.675,43.74,439306.648,747527.648,268676.419,129.8668872,21287.22521,21006.667,7.876,477.767
6/22/2022 0:59,1009,43.95,16.662,43.74,439288.448,747510.143,268684.981,130.7585953,21281.95813,21011.667,7.657,476.883
6/22/2022 1:00,1009,43.95,16.658,43.74,439285.514,747436.943,268691.448,130.9023888,21277.98025,21034.426,7.786,478.689
6/22/2022 1:01,1009,43.95,16.64,43.74,439295.514,747447.095,268738.076,130.4123433,21249.3098,20980,7.502,477.317
6/22/2022 1:02,1009,43.95,16.63,43.74,439286.333,747454.362,268734.333,130.8622489,21251.61059,20963.333,7.97,480.75
6/22/2022 1:03,1009,43.95,16.647,43.741,439279.695,747488.048,268697.629,131.1876092,21274.17862,21018.033,7.97,481.475
6/22/2022 1:04,1009,43.95,16.61,43.742,439301.238,747493.181,268788.362,130.1319026,21218.4111,20960,7.446,477.783
6/22/2022 1:05,1009,43.95,16.577,43.741,439297.8,747468.305,268832.352,130.300338,21191.39886,20928.333,7.756,479.8
6/22/2022 1:06,1009,43.95,16.604,43.743,439298.495,747511.8,268780,130.2662871,21223.5477,20932.787,8.049,482.016
6/22/2022 1:07,1009,43.95,16.579,43.74,439309.467,747524.076,268824.257,129.7288109,21196.36838,20953.333,7.782,480.233
6/22/2022 1:08,1009,43.95,16.564,43.74,439320.752,747485.01,268875.905,129.1761734,21164.67136,20921.667,7.547,477.5
6/22/2022 1:09,1009,43.95,16.551,43.74,439321.095,747426.914,268917.895,129.1593791,21138.91848,20857.377,7.437,476.279
6/22/2022 1:10,1009,43.95,16.565,43.74,439304.01,747397.59,268850.962,129.9961078,21179.97632,20948.333,7.944,479.517
6/22/2022 1:11,1009,43.95,16.576,43.74,439299.019,747403.981,268825.495,130.2406146,21195.60833,20933.333,7.963,480.183
6/22/2022 1:12,1009,43.95,16.61,43.74,439289.743,747375.819,268763.905,130.6951319,21233.43621,20965.574,8.387,483.639
6/22/2022 1:13,1009,43.95,16.626,43.74,439277,747445.333,268710.676,131.3197212,21266.15514,21021.667,8.55,486.05
6/22/2022 1:14,1009,43.95,16.645,43.74,439271.029,747429.295,268673.2,131.6124619,21289.2056,20978.333,8.873,489.183
6/22/2022 1:15,1009,43.95,16.653,43.742,439264.514,747472.152,268661.838,131.9319289,21296.19644,21001.639,9.015,491.344
6/22/2022 1:16,1009,43.95,16.627,43.74,439276.39,747458.514,268716.762,131.3496255,21262.41295,20951.667,8.727,491.25
6/22/2022 1:17,1009,43.95,16.606,43.74,439281.067,747356.448,268780.819,131.1203559,21223.04458,20936.667,8.661,490.733
6/22/2022 1:18,1009,43.947,16.57,43.739,439292.552,747297.038,268857.8,130.5574805,21175.78001,20881.667,8.318,487.167
6/22/2022 1:19,1009,43.94,16.602,43.733,439276.571,747263.238,268794.248,131.3407522,21214.79581,20913.115,9.13,492.098
6/22/2022 1:20,1009,43.94,16.611,43.73,439281.152,747268.752,268790.8,131.1161895,21216.9136,20913.333,9.093,491.35
6/22/2022 1:21,1009,43.94,16.62,43.739,439271.619,747268.038,268746.286,131.5835338,21244.2636,20968.333,9.674,495.4
6/22/2022 1:22,1009,43.94,16.626,43.74,439256.448,747277.143,268719.514,132.3275305,21260.72089,20965.574,9.927,495.967
6/22/2022 1:23,1009,43.94,16.623,43.74,439259.286,747286.152,268746.019,132.188329,21244.4277,20910,9.506,493.75
6/22/2022 1:24,1009,43.94,16.633,43.735,439255.381,747256.876,268726.686,132.3798687,21256.31152,20965,9.7,495.917
6/22/2022 1:25,1009,43.94,16.634,43.73,439265.352,747242.524,268741.41,131.8908338,21247.26052,20944.262,9.8,495.934
6/22/2022 1:26,1009,43.94,16.632,43.731,439256.886,747276.171,268725.657,132.3060462,21256.94412,20946.667,10.232,498.267
6/22/2022 1:27,1009,43.94,16.629,43.731,439259.029,747230.314,268747.086,132.2009342,21243.77192,20946.667,9.896,495
6/22/2022 1:28,1009,43.94,16.573,43.732,439289.505,747238.962,268873.876,130.7067953,21165.91615,20844.262,8.95,488.689
6/22/2022 1:29,1009,43.94,16.564,43.735,439283.933,747245.352,268871.924,130.9798775,21167.11373,20908.333,9.152,489.333
6/22/2022 1:30,1009.079,43.94,16.548,43.74,439288.41,747306.21,268898.257,130.7604576,21150.96077,20860,8.739,486.867
6/22/2022 1:31,1009.1,43.94,16.517,43.74,439295.933,747282.314,268951.238,130.3918133,21118.47969,20791.803,7.848,480.18
6/22/2022 1:32,1009.1,43.94,16.509,43.74,439311.6,747221.476,268976.038,129.6243425,21103.28384,20841.667,7.706,480.617
6/22/2022 1:33,1009.1,43.94,16.513,43.74,439308.933,747193.21,268979.8,129.7549657,21100.97919,20815,7.82,482.133
6/22/2022 1:34,1009.1,43.94,16.513,43.739,439306.381,747282.257,268961.695,129.8799656,21112.07167,20872.131,7.789,483.033
6/22/2022 1:35,1009.1,43.946,16.493,43.74,439319.467,747350.924,269012.086,129.2390924,21081.20538,20780,7.36,480.85
6/22/2022 1:36,1009.1,43.95,16.461,43.749,439321.124,747389.943,269050.238,129.1579592,21057.85043,20820,7.426,481.183
6/22/2022 1:37,1009.1,43.95,16.449,43.75,439329.781,747407.4,269071.743,128.7341398,21044.69155,20778.689,7.179,480.23
6/22/2022 1:38,1009.1,43.95,16.44,43.75,439332.99,747504.733,269072.886,128.5770632,21043.99227,20763.333,7.167,481.783
6/22/2022 1:39,1009.1,43.95,16.455,43.75,439321.314,747470.657,269020.057,129.1486563,21076.32485,20796.667,7.892,488.15
6/22/2022 1:40,1009.1,43.95,16.45,43.746,439320.362,747419.714,269050.524,129.1952692,21057.6754,20809.836,7.688,486.951
6/22/2022 1:41,1009.1,43.95,16.462,43.74,439303.381,747377.467,269000.886,130.0269204,21088.06389,20815,8.037,489.717
6/22/2022 1:42,1009.1,43.95,16.47,43.74,439289.419,747289.638,268990.038,130.7110098,21094.70788,20838.333,8.207,492.017
6/22/2022 1:43,1009.1,43.945,16.461,43.74,439299.771,747211.848,269046.4,130.2037723,21060.19932,20791.803,8.106,491.18
6/22/2022 1:44,1009.1,43.94,16.482,43.738,439290.533,747134.295,269003.629,130.6564179,21086.38407,20806.667,8.333,494.383
6/22/2022 1:45,1009.187,43.94,16.485,43.74,439298.59,747197.819,268991.619,130.2616327,21093.73951,20828.333,8.309,494.217
6/22/2022 1:46,1009.2,43.944,16.474,43.74,439296.457,747269.229,268994.486,130.366139,21091.98353,20801.639,8.427,495.475
6/22/2022 1:47,1009.2,43.95,16.484,43.749,439289.933,747333.514,268955.029,130.6858208,21116.15647,20813.333,8.537,495.617
6/22/2022 1:48,1009.2,43.95,16.472,43.75,439287,747404.59,268960.39,130.8295594,21112.87132,20830,8.647,497.05
6/22/2022 1:49,1009.226,43.95,16.486,43.742,439282.962,747375.333,268946.79,131.0274703,21121.2057,20818.033,8.92,499.574
6/22/2022 1:50,1009.3,43.95,16.474,43.74,439289.552,747332.295,268970.743,130.704492,21106.52784,20803.333,8.992,500.567
6/22/2022 1:51,1009.3,43.95,16.49,43.74,439283.029,747247.048,268961.39,131.0241863,21112.25856,20838.333,9.154,502.15
6/22/2022 1:52,1009.3,43.95,16.471,43.74,439281.41,747277.657,268994.248,131.103543,21092.12929,20770.492,9.01,501.475
6/22/2022 1:53,1009.3,43.95,16.466,43.74,439268.571,747275.295,268979.762,131.7329847,21101.00247,20825,9.326,504.083
6/22/2022 1:54,1009.25,43.95,16.487,43.74,439261.781,747242.2,268947.124,132.0659605,21121.001,20816.667,9.682,509.5
6/22/2022 1:55,1009.2,43.941,16.5,43.74,439263.438,747236.6,268929.819,131.9846968,21131.60814,20827.869,10.137,511.344
6/22/2022 1:56,1009.2,43.94,16.497,43.74,439269.486,747254.562,268953.467,131.6881187,21117.11369,20816.667,9.981,511.7
6/22/2022 1:57,1009.139,43.949,16.499,43.74,439253.886,747304.686,268920.238,132.4532038,21137.48194,20836.667,10.218,512.933
6/22/2022 1:58,1009.1,43.95,16.489,43.743,439259.114,747355.571,268933.914,132.1967652,21129.09787,20800,9.992,513.066
6/22/2022 1:59,1009.1,43.95,16.49,43.748,439252.162,747382.219,268924.848,132.5377759,21134.6556,20788.333,10.422,516.6
6/22/2022 2:00,1009.1,43.95,16.446,43.75,439280.2,747410.905,269036.533,131.1628546,21066.23858,20776.667,9.368,507.25
6/22/2022 2:01,1009.1,43.95,16.42,43.743,439281.39,747345.762,269085.467,131.1045234,21036.29594,20752.459,9.333,506.311
6/22/2022 2:02,1009.1,43.949,16.453,43.736,439261.886,747231.752,269021.067,132.0608109,21075.70648,20766.667,10.159,510.717
6/22/2022 2:03,1009.1,43.94,16.458,43.73,439266.162,747167.495,269030.562,131.8511128,21069.89363,20796.667,10.053,509.567
6/22/2022 2:04,1009.1,43.94,16.479,43.734,439252.048,747117.229,268983.895,132.5433684,21098.47068,20801.639,10.448,511.754
6/22/2022 2:05,1009.1,43.94,16.476,43.739,439255.457,747161.943,268996.676,132.3761407,21090.64224,20760,10.304,509.533
6/22/2022 2:06,1009.1,43.944,16.468,43.74,439256.143,747249.076,268975.171,132.3424911,21103.815,20800,10.46,511.85
6/22/2022 2:07,1009.1,43.95,16.475,43.745,439246.181,747332.533,268947.762,132.8312098,21120.60999,20803.279,10.738,513.148
6/22/2022 2:08,1009.1,43.95,16.467,43.75,439254.457,747381.238,268961.686,132.4251938,21112.07718,20773.333,10.633,512.067
6/22/2022 2:09,1009.1,43.95,16.452,43.75,439264.733,747365.219,269004.181,131.9211892,21086.04603,20738.333,10.322,510.65
6/22/2022 2:10,1009.1,43.95,16.456,43.742,439257.171,747315.962,268993.2,132.2920669,21092.77117,20824.59,10.515,513.328
6/22/2022 2:11,1009.1,43.949,16.452,43.74,439267.743,747198.429,269035.971,131.7735857,21066.58259,20756.667,10.118,510.933
6/22/2022 2:12,1009.1,43.94,16.461,43.737,439267.4,747136.648,269019.781,131.790405,21076.49383,20755,10.218,511.9
6/22/2022 2:13,1009.1,43.94,16.466,43.733,439262.333,747057.6,269014.324,132.0388886,21079.83503,20759.016,10.312,512.852
6/22/2022 2:14,1009.1,43.94,16.449,43.74,439287.286,747104.762,269085.829,130.8155428,21036.07451,20726.667,9.971,510.867
6/22/2022 2:15,1009.019,43.94,16.415,43.74,439279.362,747166.276,269123.39,131.2039327,21013.10507,20726.667,10.007,511.567
6/22/2022 2:16,1009,43.94,16.422,43.74,439266.352,747225.705,269071.781,131.8417956,21044.66831,20734.426,10.053,511.623
6/22/2022 2:17,1009,43.95,16.403,43.74,439274.562,747252.705,269119.286,131.4392434,21015.61418,20668.333,9.628,507.267
6/22/2022 2:18,1009,43.949,16.408,43.74,439280.019,747186.39,269112.21,131.171727,21019.94064,20733.333,10.037,510.283
6/22/2022 2:19,1009,43.94,16.429,43.736,439271.686,747119.543,269079.905,131.5802488,21039.69828,20745,10.31,511.633
6/22/2022 2:20,1008.95,43.94,16.454,43.73,439269.429,747066.971,269054.743,131.6909135,21055.0935,20737.705,10.125,508.82
6/22/2022 2:21,1008.89,43.94,16.445,43.73,439278.19,747048.486,269095.343,131.2613848,21030.25533,20688.333,9.8,505.567
6/22/2022 2:22,1008.8,43.94,16.433,43.733,439276.829,747118.2,269100.581,131.3281042,21027.05187,20731.667,9.988,506.7
6/22/2022 2:23,1008.8,43.94,16.436,43.74,439263.21,747211.924,269056.505,131.9958783,21054.01525,20785.246,10.452,509.984
6/22/2022 2:24,1008.8,43.948,16.428,43.74,439274.895,747244.381,269071.695,131.4229177,21044.72092,20701.667,9.922,506.667
6/22/2022 2:25,1008.736,43.95,16.413,43.741,439264.143,747251.762,269086.933,131.9501229,21035.39921,20705,9.851,506.2
6/22/2022 2:26,1008.7,43.95,16.399,43.747,439282.448,747261.41,269127.343,131.0526641,21010.68843,20724.59,9.632,503.951
6/22/2022 2:27,1008.7,43.95,16.399,43.746,439280.724,747285.067,269125.276,131.137169,21011.95206,20750,9.537,503.567
6/22/2022 2:28,1008.7,43.95,16.398,43.74,439279.438,747299.562,269123.838,131.2002072,21012.83118,20705,9.51,503.067
6/22/2022 2:29,1008.7,43.95,16.408,43.74,439274.448,747266.381,269100.276,131.4448324,21027.23839,20719.672,9.603,503.246
6/22/2022 2:30,1008.7,43.95,16.417,43.74,439270.324,747218.438,269072.152,131.6470293,21044.44133,20745,9.524,504.183
6/22/2022 2:31,1008.7,43.95,16.431,43.74,439271.933,747281.229,269045,131.5681383,21061.05616,20790,9.821,506.25
6/22/2022 2:32,1008.7,43.95,16.443,43.74,439272.543,747298.6,269029.486,131.5382303,21070.55232,20759.016,9.724,505.852
6/22/2022 2:33,1008.7,43.95,16.429,43.744,439285.829,747309.352,269057.371,130.8869503,21053.48532,20728.333,9.543,504.95
6/22/2022 2:34,1008.7,43.95,16.435,43.741,439267.914,747241.486,269039.59,131.7652006,21064.3674,20763.333,10.089,508.983
6/22/2022 2:35,1008.7,43.948,16.453,43.74,439275.229,747226.533,269009.99,131.4065431,21082.48882,20811.475,9.809,506.787
